vehicle_id,month,downtime_days,availability_rate,department
VEH-00057,2023-07,10.2,0.66,WATER DEPARTMENT
VEH-00058,2023-09,13.4,0.5533333333333333,WATER DEPARTMENT
VEH-00059,2023-03,1.3,0.9566666666666667,WATER DEPARTMENT
VEH-00059,2024-03,6.1,0.7966666666666666,WATER DEPARTMENT
VEH-00060,2023-07,4.1,0.8633333333333333,EMR
VEH-00061,2022-05,4.4,0.8533333333333333,FIRE DEPARTMENT
VEH-00061,2022-12,14.7,0.51,FIRE DEPARTMENT
VEH-00062,2024-02,7.0,0.7666666666666666,EMR
VEH-00063,2024-01,0.5,0.9833333333333333,PUBLIC WORKS
VEH-00064,2022-02,2.8,0.9066666666666667,EMR
VEH-00064,2022-05,11.1,0.63,EMR
VEH-00064,2022-11,8.8,0.7066666666666667,EMR
VEH-00065,2023-04,10.0,0.6666666666666667,EMR
VEH-00065,2024-04,8.7,0.71,EMR
VEH-00065,2024-08,7.6,0.7466666666666667,EMR
VEH-00066,2024-07,6.6,0.78,FIRE DEPARTMENT
VEH-00067,2023-03,9.2,0.6933333333333334,WATER DEPARTMENT
VEH-00069,2023-11,7.9,0.7366666666666666,WATER DEPARTMENT
VEH-00070,2023-01,2.8,0.9066666666666667,PUBLIC WORKS
VEH-00071,2023-12,6.0,0.8,POLICE DEPARTMENT
VEH-00071,2024-07,1.2,0.96,POLICE DEPARTMENT
VEH-00072,2024-05,5.0,0.8333333333333334,WATER DEPARTMENT
VEH-00073,2024-10,9.1,0.6966666666666667,WATER DEPARTMENT
VEH-00075,2022-07,5.5,0.8166666666666667,POLICE DEPARTMENT
VEH-00076,2023-03,11.2,0.6266666666666667,POLICE DEPARTMENT
VEH-00076,2023-06,4.0,0.8666666666666667,POLICE DEPARTMENT
VEH-00077,2024-01,3.5,0.8833333333333333,POLICE DEPARTMENT
VEH-00077,2024-05,6.9,0.77,POLICE DEPARTMENT
VEH-00078,2022-11,6.7,0.7766666666666666,WATER DEPARTMENT
VEH-00078,2024-08,2.1,0.9299999999999999,WATER DEPARTMENT
VEH-00079,2022-06,9.5,0.6833333333333333,EMR
VEH-00080,2022-05,14.0,0.5333333333333333,WATER DEPARTMENT
VEH-00080,2023-11,5.0,0.8333333333333334,WATER DEPARTMENT
VEH-00080,2024-03,6.8,0.7733333333333333,WATER DEPARTMENT
VEH-00081,2023-05,4.6,0.8466666666666667,PUBLIC WORKS
VEH-00081,2024-04,10.3,0.6566666666666666,PUBLIC WORKS
VEH-00082,2022-10,7.8,0.74,POLICE DEPARTMENT
VEH-00082,2024-09,2.8,0.9066666666666667,POLICE DEPARTMENT
VEH-00085,2022-03,12.8,0.5733333333333333,EMR
VEH-00085,2024-07,2.2,0.9266666666666666,EMR
VEH-00086,2023-01,7.4,0.7533333333333333,EMR
VEH-00087,2022-09,4.9,0.8366666666666667,POLICE DEPARTMENT
VEH-00088,2023-09,9.4,0.6866666666666666,POLICE DEPARTMENT
VEH-00089,2022-02,11.8,0.6066666666666667,PUBLIC WORKS
VEH-00089,2024-08,8.2,0.7266666666666667,PUBLIC WORKS
VEH-00090,2023-01,12.7,0.5766666666666667,FIRE DEPARTMENT
VEH-00090,2024-05,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-00092,2022-06,8.5,0.7166666666666667,POLICE DEPARTMENT
VEH-00092,2023-09,6.2,0.7933333333333333,POLICE DEPARTMENT
VEH-00093,2023-02,6.4,0.7866666666666666,POLICE DEPARTMENT
VEH-00094,2022-03,4.7,0.8433333333333333,FIRE DEPARTMENT
VEH-00094,2024-04,3.9,0.87,FIRE DEPARTMENT
VEH-00095,2022-03,13.5,0.55,POLICE DEPARTMENT
VEH-00095,2024-02,12.2,0.5933333333333334,POLICE DEPARTMENT
VEH-00095,2024-05,8.3,0.7233333333333334,POLICE DEPARTMENT
VEH-00096,2023-09,3.8,0.8733333333333333,FIRE DEPARTMENT
VEH-00096,2024-09,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-00097,2022-04,9.3,0.69,FIRE DEPARTMENT
VEH-00097,2024-05,11.4,0.62,FIRE DEPARTMENT
VEH-00098,2023-02,2.7,0.91,FIRE DEPARTMENT
VEH-00099,2022-01,6.3,0.79,WATER DEPARTMENT
VEH-00099,2023-03,3.7,0.8766666666666667,WATER DEPARTMENT
VEH-00100,2024-04,10.5,0.65,WATER DEPARTMENT
VEH-00100,2024-07,6.7,0.7766666666666666,WATER DEPARTMENT
VEH-00101,2023-12,1.3,0.9566666666666667,WATER DEPARTMENT
VEH-00102,2024-01,13.6,0.5466666666666666,POLICE DEPARTMENT
VEH-00104,2022-04,14.2,0.5266666666666666,FIRE DEPARTMENT
VEH-00104,2023-06,3.6,0.88,FIRE DEPARTMENT
VEH-00105,2022-07,10.1,0.6633333333333333,PUBLIC WORKS
VEH-00105,2023-08,12.3,0.59,PUBLIC WORKS
VEH-00106,2023-06,14.4,0.52,EMR
VEH-00107,2024-10,9.5,0.6833333333333333,FIRE DEPARTMENT
VEH-00108,2022-11,13.1,0.5633333333333334,POLICE DEPARTMENT
VEH-00108,2023-06,8.4,0.72,POLICE DEPARTMENT
VEH-00109,2023-01,12.1,0.5966666666666667,EMR
VEH-00110,2023-05,7.0,0.7666666666666666,WATER DEPARTMENT
VEH-00110,2024-02,13.8,0.54,WATER DEPARTMENT
VEH-00111,2023-01,14.7,0.51,EMR
VEH-00111,2024-12,5.5,0.8166666666666667,EMR
VEH-00112,2022-04,13.0,0.5666666666666667,WATER DEPARTMENT
VEH-00112,2023-08,5.6,0.8133333333333334,WATER DEPARTMENT
VEH-00113,2023-12,13.5,0.55,PUBLIC WORKS
VEH-00114,2024-10,13.6,0.5466666666666666,POLICE DEPARTMENT
VEH-00115,2023-06,3.1,0.8966666666666667,POLICE DEPARTMENT
VEH-00117,2024-01,5.9,0.8033333333333333,POLICE DEPARTMENT
VEH-00118,2022-01,4.7,0.8433333333333333,WATER DEPARTMENT
VEH-00118,2023-10,3.3,0.89,WATER DEPARTMENT
VEH-00119,2023-11,12.2,0.5933333333333334,PUBLIC WORKS
VEH-00119,2024-02,10.4,0.6533333333333333,PUBLIC WORKS
VEH-00119,2024-06,8.0,0.7333333333333334,PUBLIC WORKS
VEH-00120,2023-10,9.5,0.6833333333333333,FIRE DEPARTMENT
VEH-00121,2024-03,13.2,0.56,POLICE DEPARTMENT
VEH-00122,2024-04,13.9,0.5366666666666666,PUBLIC WORKS
VEH-00123,2023-10,8.7,0.71,EMR
VEH-00124,2022-02,4.6,0.8466666666666667,WATER DEPARTMENT
VEH-00124,2024-05,1.7,0.9433333333333334,WATER DEPARTMENT
VEH-00125,2023-10,9.1,0.6966666666666667,EMR
VEH-00125,2024-04,10.2,0.66,EMR
VEH-00126,2024-04,14.3,0.5233333333333333,FIRE DEPARTMENT
VEH-00126,2024-06,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-00127,2022-02,3.5,0.8833333333333333,PUBLIC WORKS
VEH-00128,2023-04,8.8,0.7066666666666667,PUBLIC WORKS
VEH-00129,2022-06,13.7,0.5433333333333333,WATER DEPARTMENT
VEH-00129,2022-11,2.7,0.91,WATER DEPARTMENT
VEH-00130,2024-02,8.4,0.72,FIRE DEPARTMENT
VEH-00130,2024-04,9.0,0.7,FIRE DEPARTMENT
VEH-00131,2022-01,14.0,0.5333333333333333,FIRE DEPARTMENT
VEH-00131,2023-11,14.8,0.5066666666666666,FIRE DEPARTMENT
VEH-00133,2024-03,6.3,0.79,WATER DEPARTMENT
VEH-00133,2024-06,5.0,0.8333333333333334,WATER DEPARTMENT
VEH-00134,2022-09,3.7,0.8766666666666667,EMR
VEH-00135,2022-08,6.8,0.7733333333333333,PUBLIC WORKS
VEH-00136,2023-01,4.9,0.8366666666666667,EMR
VEH-00137,2022-04,8.2,0.7266666666666667,FIRE DEPARTMENT
VEH-00138,2022-11,8.1,0.73,POLICE DEPARTMENT
VEH-00138,2023-07,13.0,0.5666666666666667,POLICE DEPARTMENT
VEH-00139,2024-06,10.5,0.65,EMR
VEH-00139,2024-11,0.8,0.9733333333333334,EMR
VEH-00140,2022-01,3.4,0.8866666666666667,PUBLIC WORKS
VEH-00141,2022-01,12.7,0.5766666666666667,PUBLIC WORKS
VEH-00141,2022-04,13.4,0.5533333333333333,PUBLIC WORKS
VEH-00141,2023-11,1.9,0.9366666666666666,PUBLIC WORKS
VEH-00142,2022-05,10.6,0.6466666666666667,EMR
VEH-00143,2024-07,3.1,0.8966666666666667,FIRE DEPARTMENT
VEH-00143,2024-10,13.3,0.5566666666666666,FIRE DEPARTMENT
VEH-00144,2022-08,7.1,0.7633333333333333,EMR
VEH-00144,2023-03,1.7,0.9433333333333334,EMR
VEH-00145,2024-06,2.1,0.9299999999999999,EMR
VEH-00147,2023-01,3.8,0.8733333333333333,POLICE DEPARTMENT
VEH-00149,2022-07,3.2,0.8933333333333333,WATER DEPARTMENT
VEH-00151,2024-04,9.9,0.6699999999999999,PUBLIC WORKS
VEH-00151,2024-12,11.6,0.6133333333333333,PUBLIC WORKS
VEH-00152,2022-07,9.5,0.6833333333333333,EMR
VEH-00152,2024-01,13.5,0.55,EMR
VEH-00152,2024-06,7.8,0.74,EMR
VEH-00153,2023-12,8.2,0.7266666666666667,WATER DEPARTMENT
VEH-00154,2023-09,10.3,0.6566666666666666,FIRE DEPARTMENT
VEH-00154,2024-03,12.4,0.5866666666666667,FIRE DEPARTMENT
VEH-00155,2022-12,1.9,0.9366666666666666,PUBLIC WORKS
VEH-00155,2024-07,9.1,0.6966666666666667,PUBLIC WORKS
VEH-00156,2023-12,10.2,0.66,EMR
VEH-00157,2023-07,6.5,0.7833333333333333,POLICE DEPARTMENT
VEH-00157,2024-06,9.3,0.69,POLICE DEPARTMENT
VEH-00158,2022-05,8.7,0.71,POLICE DEPARTMENT
VEH-00158,2023-09,10.4,0.6533333333333333,POLICE DEPARTMENT
VEH-00158,2024-04,3.3,0.89,POLICE DEPARTMENT
VEH-00159,2023-09,4.7,0.8433333333333333,EMR
VEH-00159,2024-11,8.9,0.7033333333333334,EMR
VEH-00160,2024-02,5.1,0.8300000000000001,POLICE DEPARTMENT
VEH-00160,2024-11,3.0,0.9,POLICE DEPARTMENT
VEH-00162,2022-12,1.1,0.9633333333333334,POLICE DEPARTMENT
VEH-00163,2023-08,8.4,0.72,POLICE DEPARTMENT
VEH-00163,2024-12,11.7,0.6100000000000001,POLICE DEPARTMENT
VEH-00164,2023-01,10.2,0.66,FIRE DEPARTMENT
VEH-00165,2024-08,6.5,0.7833333333333333,WATER DEPARTMENT
VEH-00166,2022-01,24.700000000000003,0.17666666666666653,PUBLIC WORKS
VEH-00166,2022-07,0.8,0.9733333333333334,PUBLIC WORKS
VEH-00167,2024-03,11.6,0.6133333333333333,EMR
VEH-00167,2024-06,8.8,0.7066666666666667,EMR
VEH-00167,2024-09,2.8,0.9066666666666667,EMR
VEH-00168,2022-03,13.4,0.5533333333333333,WATER DEPARTMENT
VEH-00169,2022-04,4.9,0.8366666666666667,WATER DEPARTMENT
VEH-00170,2022-03,2.3,0.9233333333333333,POLICE DEPARTMENT
VEH-00170,2022-09,4.5,0.85,POLICE DEPARTMENT
VEH-00170,2024-05,5.9,0.8033333333333333,POLICE DEPARTMENT
VEH-00171,2023-12,2.5,0.9166666666666666,POLICE DEPARTMENT
VEH-00172,2023-01,0.6,0.98,WATER DEPARTMENT
VEH-00173,2023-03,4.2,0.86,FIRE DEPARTMENT
VEH-00173,2024-02,5.2,0.8266666666666667,FIRE DEPARTMENT
VEH-00173,2024-09,10.4,0.6533333333333333,FIRE DEPARTMENT
VEH-00174,2022-04,10.0,0.6666666666666667,EMR
VEH-00174,2022-10,3.7,0.8766666666666667,EMR
VEH-00174,2023-04,7.6,0.7466666666666667,EMR
VEH-00175,2022-05,9.8,0.6733333333333333,POLICE DEPARTMENT
VEH-00177,2023-12,5.2,0.8266666666666667,POLICE DEPARTMENT
VEH-00177,2024-10,8.3,0.7233333333333334,POLICE DEPARTMENT
VEH-00178,2022-12,12.7,0.5766666666666667,FIRE DEPARTMENT
VEH-00178,2023-10,7.8,0.74,FIRE DEPARTMENT
VEH-00180,2024-01,1.3,0.9566666666666667,WATER DEPARTMENT
VEH-00182,2024-01,8.2,0.7266666666666667,WATER DEPARTMENT
VEH-00182,2024-07,11.6,0.6133333333333333,WATER DEPARTMENT
VEH-00182,2024-12,1.8,0.94,WATER DEPARTMENT
VEH-00184,2022-08,4.9,0.8366666666666667,PUBLIC WORKS
VEH-00184,2023-02,9.2,0.6933333333333334,PUBLIC WORKS
VEH-00184,2023-11,0.9,0.97,PUBLIC WORKS
VEH-00187,2022-09,13.2,0.56,PUBLIC WORKS
VEH-00188,2023-02,1.0,0.9666666666666667,FIRE DEPARTMENT
VEH-00190,2022-12,4.6,0.8466666666666667,EMR
VEH-00190,2024-11,8.6,0.7133333333333334,EMR
VEH-00193,2023-01,2.3,0.9233333333333333,PUBLIC WORKS
VEH-00194,2024-04,11.1,0.63,POLICE DEPARTMENT
VEH-00197,2022-06,14.0,0.5333333333333333,POLICE DEPARTMENT
VEH-00197,2024-05,13.1,0.5633333333333334,POLICE DEPARTMENT
VEH-00197,2024-11,13.0,0.5666666666666667,POLICE DEPARTMENT
VEH-00198,2022-05,6.2,0.7933333333333333,PUBLIC WORKS
VEH-00198,2024-02,5.5,0.8166666666666667,PUBLIC WORKS
VEH-00199,2022-03,8.5,0.7166666666666667,PUBLIC WORKS
VEH-00200,2023-04,3.9,0.87,POLICE DEPARTMENT
VEH-00201,2022-12,6.4,0.7866666666666666,POLICE DEPARTMENT
VEH-00201,2023-08,6.2,0.7933333333333333,POLICE DEPARTMENT
VEH-00203,2024-11,6.9,0.77,WATER DEPARTMENT
VEH-00205,2022-08,1.5,0.95,POLICE DEPARTMENT
VEH-00205,2024-10,2.3,0.9233333333333333,POLICE DEPARTMENT
VEH-00206,2022-06,14.600000000000001,0.5133333333333333,WATER DEPARTMENT
VEH-00206,2023-09,12.0,0.6,WATER DEPARTMENT
VEH-00207,2022-08,9.8,0.6733333333333333,WATER DEPARTMENT
VEH-00207,2024-05,6.2,0.7933333333333333,WATER DEPARTMENT
VEH-00207,2024-12,12.8,0.5733333333333333,WATER DEPARTMENT
VEH-00208,2022-06,14.8,0.5066666666666666,POLICE DEPARTMENT
VEH-00208,2023-07,0.8,0.9733333333333334,POLICE DEPARTMENT
VEH-00209,2022-08,5.9,0.8033333333333333,WATER DEPARTMENT
VEH-00209,2024-05,11.9,0.6033333333333333,WATER DEPARTMENT
VEH-00210,2023-10,8.0,0.7333333333333334,WATER DEPARTMENT
VEH-00212,2022-09,1.7,0.9433333333333334,POLICE DEPARTMENT
VEH-00214,2024-12,9.9,0.6699999999999999,EMR
VEH-00216,2023-12,1.1,0.9633333333333334,EMR
VEH-00217,2024-12,10.9,0.6366666666666667,EMR
VEH-00218,2023-08,4.8,0.84,POLICE DEPARTMENT
VEH-00219,2022-06,9.2,0.6933333333333334,POLICE DEPARTMENT
VEH-00219,2023-02,14.0,0.5333333333333333,POLICE DEPARTMENT
VEH-00219,2024-10,2.5,0.9166666666666666,POLICE DEPARTMENT
VEH-00220,2022-07,4.1,0.8633333333333333,PUBLIC WORKS
VEH-00220,2023-03,1.4,0.9533333333333334,PUBLIC WORKS
VEH-00220,2023-11,14.7,0.51,PUBLIC WORKS
VEH-00221,2024-03,8.7,0.71,POLICE DEPARTMENT
VEH-00222,2023-12,4.1,0.8633333333333333,FIRE DEPARTMENT
VEH-00223,2022-10,3.1,0.8966666666666667,WATER DEPARTMENT
VEH-00223,2022-11,9.9,0.6699999999999999,WATER DEPARTMENT
VEH-00224,2022-01,8.1,0.73,EMR
VEH-00224,2023-06,10.4,0.6533333333333333,EMR
VEH-00225,2022-03,5.2,0.8266666666666667,EMR
VEH-00226,2022-09,8.4,0.72,EMR
VEH-00226,2023-11,4.4,0.8533333333333333,EMR
VEH-00226,2024-10,7.6,0.7466666666666667,EMR
VEH-00228,2024-05,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-00228,2024-07,12.0,0.6,FIRE DEPARTMENT
VEH-00229,2022-12,7.9,0.7366666666666666,PUBLIC WORKS
VEH-00229,2023-10,3.9,0.87,PUBLIC WORKS
VEH-00229,2024-04,6.3,0.79,PUBLIC WORKS
VEH-00230,2024-07,4.4,0.8533333333333333,POLICE DEPARTMENT
VEH-00231,2022-02,11.5,0.6166666666666667,POLICE DEPARTMENT
VEH-00231,2022-03,9.1,0.6966666666666667,POLICE DEPARTMENT
VEH-00233,2022-05,7.3,0.7566666666666667,FIRE DEPARTMENT
VEH-00233,2024-11,4.6,0.8466666666666667,FIRE DEPARTMENT
VEH-00234,2022-08,9.7,0.6766666666666667,FIRE DEPARTMENT
VEH-00234,2024-07,10.9,0.6366666666666667,FIRE DEPARTMENT
VEH-00235,2022-02,5.6,0.8133333333333334,WATER DEPARTMENT
VEH-00236,2022-03,3.0,0.9,POLICE DEPARTMENT
VEH-00237,2022-06,5.7,0.81,EMR
VEH-00238,2022-10,1.5,0.95,WATER DEPARTMENT
VEH-00238,2024-10,3.6,0.88,WATER DEPARTMENT
VEH-00239,2022-07,8.4,0.72,POLICE DEPARTMENT
VEH-00239,2024-01,7.5,0.75,POLICE DEPARTMENT
VEH-00240,2022-02,6.2,0.7933333333333333,WATER DEPARTMENT
VEH-00244,2022-12,12.5,0.5833333333333333,FIRE DEPARTMENT
VEH-00244,2023-09,4.3,0.8566666666666667,FIRE DEPARTMENT
VEH-00244,2024-04,1.6,0.9466666666666667,FIRE DEPARTMENT
VEH-00246,2022-03,6.8,0.7733333333333333,PUBLIC WORKS
VEH-00247,2022-12,1.0,0.9666666666666667,FIRE DEPARTMENT
VEH-00247,2023-03,8.4,0.72,FIRE DEPARTMENT
VEH-00248,2023-04,1.5,0.95,PUBLIC WORKS
VEH-00250,2022-03,2.5,0.9166666666666666,PUBLIC WORKS
VEH-00250,2023-02,7.2,0.76,PUBLIC WORKS
VEH-00252,2022-02,1.8,0.94,FIRE DEPARTMENT
VEH-00253,2022-03,10.0,0.6666666666666667,PUBLIC WORKS
VEH-00253,2024-07,3.5,0.8833333333333333,PUBLIC WORKS
VEH-00254,2022-10,12.4,0.5866666666666667,EMR
VEH-00254,2023-07,2.1,0.9299999999999999,EMR
VEH-00255,2022-05,4.9,0.8366666666666667,WATER DEPARTMENT
VEH-00257,2022-04,4.8,0.84,PUBLIC WORKS
VEH-00257,2023-01,6.3,0.79,PUBLIC WORKS
VEH-00257,2023-12,4.4,0.8533333333333333,PUBLIC WORKS
VEH-00258,2022-10,12.4,0.5866666666666667,POLICE DEPARTMENT
VEH-00260,2023-01,3.1,0.8966666666666667,WATER DEPARTMENT
VEH-00261,2023-10,7.3,0.7566666666666667,POLICE DEPARTMENT
VEH-00261,2024-08,0.8,0.9733333333333334,POLICE DEPARTMENT
VEH-00262,2023-07,5.6,0.8133333333333334,PUBLIC WORKS
VEH-00263,2022-03,10.2,0.66,WATER DEPARTMENT
VEH-00264,2022-07,6.4,0.7866666666666666,FIRE DEPARTMENT
VEH-00265,2024-04,12.0,0.6,PUBLIC WORKS
VEH-00265,2024-05,15.0,0.5,PUBLIC WORKS
VEH-00266,2023-04,2.1,0.9299999999999999,POLICE DEPARTMENT
VEH-00266,2024-10,9.2,0.6933333333333334,POLICE DEPARTMENT
VEH-00267,2024-04,14.4,0.52,POLICE DEPARTMENT
VEH-00268,2023-02,4.4,0.8533333333333333,POLICE DEPARTMENT
VEH-00268,2023-07,2.2,0.9266666666666666,POLICE DEPARTMENT
VEH-00268,2024-04,2.6,0.9133333333333333,POLICE DEPARTMENT
VEH-00271,2022-12,11.0,0.6333333333333333,POLICE DEPARTMENT
VEH-00272,2022-01,3.5,0.8833333333333333,PUBLIC WORKS
VEH-00273,2022-01,8.0,0.7333333333333334,PUBLIC WORKS
VEH-00274,2023-08,2.1,0.9299999999999999,PUBLIC WORKS
VEH-00276,2022-01,2.2,0.9266666666666666,FIRE DEPARTMENT
VEH-00276,2022-02,11.4,0.62,FIRE DEPARTMENT
VEH-00277,2023-04,7.1,0.7633333333333333,POLICE DEPARTMENT
VEH-00278,2022-04,11.1,0.63,POLICE DEPARTMENT
VEH-00279,2022-03,12.3,0.59,POLICE DEPARTMENT
VEH-00279,2022-06,4.2,0.86,POLICE DEPARTMENT
VEH-00281,2023-07,13.4,0.5533333333333333,PUBLIC WORKS
VEH-00282,2024-01,11.5,0.6166666666666667,EMR
VEH-00282,2024-07,1.7,0.9433333333333334,EMR
VEH-00283,2022-11,12.2,0.5933333333333334,FIRE DEPARTMENT
VEH-00284,2022-05,4.0,0.8666666666666667,WATER DEPARTMENT
VEH-00285,2022-04,4.4,0.8533333333333333,FIRE DEPARTMENT
VEH-00285,2023-08,6.8,0.7733333333333333,FIRE DEPARTMENT
VEH-00285,2024-04,14.2,0.5266666666666666,FIRE DEPARTMENT
VEH-00286,2022-10,2.7,0.91,WATER DEPARTMENT
VEH-00286,2023-04,11.6,0.6133333333333333,WATER DEPARTMENT
VEH-00287,2022-11,5.5,0.8166666666666667,FIRE DEPARTMENT
VEH-00289,2024-10,7.3,0.7566666666666667,EMR
VEH-00290,2023-01,14.0,0.5333333333333333,POLICE DEPARTMENT
VEH-00290,2024-07,2.8,0.9066666666666667,POLICE DEPARTMENT
VEH-00291,2022-10,2.2,0.9266666666666666,WATER DEPARTMENT
VEH-00292,2022-05,0.8,0.9733333333333334,WATER DEPARTMENT
VEH-00293,2022-08,3.0,0.9,PUBLIC WORKS
VEH-00293,2023-06,1.7,0.9433333333333334,PUBLIC WORKS
VEH-00294,2023-02,1.8,0.94,EMR
VEH-00294,2023-06,11.2,0.6266666666666667,EMR
VEH-00294,2024-12,1.8,0.94,EMR
VEH-00295,2023-10,11.0,0.6333333333333333,WATER DEPARTMENT
VEH-00296,2022-12,3.7,0.8766666666666667,FIRE DEPARTMENT
VEH-00297,2024-01,5.0,0.8333333333333334,POLICE DEPARTMENT
VEH-00297,2024-02,5.3,0.8233333333333334,POLICE DEPARTMENT
VEH-00299,2023-06,6.6,0.78,POLICE DEPARTMENT
VEH-00300,2024-04,5.1,0.8300000000000001,WATER DEPARTMENT
VEH-00301,2022-09,14.8,0.5066666666666666,WATER DEPARTMENT
VEH-00301,2024-03,14.0,0.5333333333333333,WATER DEPARTMENT
VEH-00302,2022-11,14.4,0.52,FIRE DEPARTMENT
VEH-00304,2024-04,12.7,0.5766666666666667,POLICE DEPARTMENT
VEH-00305,2024-08,8.9,0.7033333333333334,POLICE DEPARTMENT
VEH-00306,2024-01,14.0,0.5333333333333333,PUBLIC WORKS
VEH-00307,2023-09,14.6,0.5133333333333334,FIRE DEPARTMENT
VEH-00308,2023-04,5.0,0.8333333333333334,EMR
VEH-00308,2024-05,2.7,0.91,EMR
VEH-00308,2024-06,4.2,0.86,EMR
